,Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Year,Month
13984,DEBIT,4,Women's Apparel,Jackson Heights,EE. UU.,Corporate,NY,Golf,LATAM,Manaus,Brasil,0.100000001,4,200.0,South America,Amazonas,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13985,DEBIT,4,Men's Footwear,El Paso,EE. UU.,Home Office,TX,Apparel,LATAM,Santiago de los Caballeros,República Dominicana,0.02,1,129.9900055,Caribbean,Santiago de Chile,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13986,DEBIT,4,Men's Footwear,El Paso,EE. UU.,Home Office,TX,Apparel,LATAM,Santiago de los Caballeros,República Dominicana,0.01,1,129.9900055,Caribbean,Santiago de Chile,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13987,DEBIT,4,Water Sports,El Paso,EE. UU.,Home Office,TX,Fan Shop,LATAM,Santiago de los Caballeros,República Dominicana,0.180000007,1,199.9900055,Caribbean,Santiago de Chile,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13988,DEBIT,4,Cleats,El Paso,EE. UU.,Home Office,TX,Apparel,LATAM,Santiago de los Caballeros,República Dominicana,0.0,3,179.9700012,Caribbean,Santiago de Chile,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13989,TRANSFER,2,Water Sports,Hampton,EE. UU.,Consumer,VA,Fan Shop,LATAM,Caucaia,Brasil,0.170000002,1,199.9900055,South America,Ceará,Pelican Sunstream 100 Kayak,Second Class,2015,3
13992,PAYMENT,4,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Caucaia,Brasil,0.029999999,1,99.98999786,South America,Ceará,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
13993,PAYMENT,4,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Caucaia,Brasil,0.029999999,4,239.9600067,South America,Ceará,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13990,PAYMENT,4,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Caucaia,Brasil,0.0,1,129.9900055,South America,Ceará,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13991,PAYMENT,4,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Caucaia,Brasil,0.129999995,5,299.9500122,South America,Ceará,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13994,DEBIT,4,Cardio Equipment,Martinsburg,EE. UU.,Corporate,WV,Footwear,LATAM,Caucaia,Brasil,0.02,1,99.98999786,South America,Ceará,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
13995,DEBIT,4,Women's Apparel,Martinsburg,EE. UU.,Corporate,WV,Golf,LATAM,Caucaia,Brasil,0.07,1,50.0,South America,Ceará,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13996,DEBIT,4,Cleats,Martinsburg,EE. UU.,Corporate,WV,Apparel,LATAM,Caucaia,Brasil,0.119999997,5,299.9500122,South America,Ceará,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13997,DEBIT,4,Water Sports,Martinsburg,EE. UU.,Corporate,WV,Fan Shop,LATAM,Caucaia,Brasil,0.159999996,1,199.9900055,South America,Ceará,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13998,DEBIT,4,Women's Apparel,Martinsburg,EE. UU.,Corporate,WV,Golf,LATAM,Caucaia,Brasil,0.0,2,100.0,South America,Ceará,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13999,TRANSFER,4,Cardio Equipment,Albany,EE. UU.,Consumer,OR,Footwear,LATAM,Caucaia,Brasil,0.180000007,3,299.9700012,South America,Ceará,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
14000,TRANSFER,4,Women's Apparel,Albany,EE. UU.,Consumer,OR,Golf,LATAM,Caucaia,Brasil,0.129999995,3,150.0,South America,Ceará,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14001,TRANSFER,4,Fishing,Albany,EE. UU.,Consumer,OR,Fan Shop,LATAM,Caucaia,Brasil,0.090000004,1,399.980011,South America,Ceará,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
14002,TRANSFER,4,Indoor/Outdoor Games,Albany,EE. UU.,Consumer,OR,Fan Shop,LATAM,Caucaia,Brasil,0.039999999,4,199.9199982,South America,Ceará,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14005,TRANSFER,4,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Caucaia,Brasil,0.07,1,399.980011,South America,Ceará,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
14003,TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Caucaia,Brasil,0.0,2,119.9800034,South America,Ceará,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14004,TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Caucaia,Brasil,0.170000002,3,299.9700012,South America,Ceará,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
14006,PAYMENT,1,Camping & Hiking,Santa Ana,EE. UU.,Consumer,CA,Fan Shop,LATAM,José Bonifácio,Brasil,0.119999997,1,299.980011,South America,São Paulo,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3
14007,DEBIT,4,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,José Bonifácio,Brasil,0.100000001,5,299.9500122,South America,São Paulo,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14008,DEBIT,4,Indoor/Outdoor Games,Hollywood,EE. UU.,Consumer,FL,Fan Shop,LATAM,Campo Grande,Brasil,0.150000006,1,49.97999954,South America,Mato Grosso del Sur,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14009,CASH,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Campo Grande,Brasil,0.25,2,119.9800034,South America,Mato Grosso del Sur,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14010,CASH,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Campo Grande,Brasil,0.0,5,250.0,South America,Mato Grosso del Sur,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14011,CASH,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Campo Grande,Brasil,0.0,5,249.8999939,South America,Mato Grosso del Sur,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14012,CASH,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Campo Grande,Brasil,0.25,1,129.9900055,South America,Mato Grosso del Sur,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
14013,DEBIT,4,Indoor/Outdoor Games,Chapel Hill,EE. UU.,Corporate,NC,Fan Shop,LATAM,Sonsonate,El Salvador,0.129999995,1,49.97999954,Central America,Sonsonate,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14014,PAYMENT,4,Women's Apparel,Atlanta,EE. UU.,Corporate,GA,Golf,LATAM,Huehuetenango,Guatemala,0.25,2,100.0,Central America,Huehuetenango,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14015,PAYMENT,4,Water Sports,Atlanta,EE. UU.,Corporate,GA,Fan Shop,LATAM,Huehuetenango,Guatemala,0.150000006,1,199.9900055,Central America,Huehuetenango,Pelican Sunstream 100 Kayak,Standard Class,2015,3
14016,PAYMENT,4,Golf Balls,Atlanta,EE. UU.,Corporate,GA,Outdoors,LATAM,Huehuetenango,Guatemala,0.25,2,29.97999954,Central America,Huehuetenango,Hirzl Women's Hybrid Golf Glove,Standard Class,2015,3
14017,PAYMENT,4,Shop By Sport,Chicago,EE. UU.,Home Office,IL,Golf,LATAM,Villa Nueva,Guatemala,0.07,4,159.9600067,Central America,Guatemala,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
14018,PAYMENT,4,Indoor/Outdoor Games,Chicago,EE. UU.,Home Office,IL,Fan Shop,LATAM,Villa Nueva,Guatemala,0.029999999,4,199.9199982,Central America,Guatemala,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14019,PAYMENT,4,Women's Apparel,Chicago,EE. UU.,Home Office,IL,Golf,LATAM,Villa Nueva,Guatemala,0.090000004,4,200.0,Central America,Guatemala,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14020,PAYMENT,4,Water Sports,Chicago,EE. UU.,Home Office,IL,Fan Shop,LATAM,Villa Nueva,Guatemala,0.129999995,1,199.9900055,Central America,Guatemala,Pelican Sunstream 100 Kayak,Standard Class,2015,3
14023,DEBIT,4,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Villa Nueva,Guatemala,0.02,4,239.9600067,Central America,Guatemala,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14021,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Villa Nueva,Guatemala,0.170000002,2,99.95999908,Central America,Guatemala,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14022,DEBIT,4,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Villa Nueva,Guatemala,0.200000003,2,119.9800034,Central America,Guatemala,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14024,CASH,4,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Villa Nueva,Guatemala,0.059999999,1,399.980011,Central America,Guatemala,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
14025,CASH,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Huixquilucan,México,0.25,5,250.0,Central America,México,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14026,CASH,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Huixquilucan,México,0.100000001,1,299.980011,Central America,México,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3
14027,CASH,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Huixquilucan,México,0.01,4,239.9600067,Central America,México,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14028,CASH,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Huixquilucan,México,0.119999997,1,49.97999954,Central America,México,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14029,TRANSFER,1,Fishing,Merced,EE. UU.,Corporate,CA,Fan Shop,LATAM,Huixquilucan,México,0.050000001,1,399.980011,Central America,México,Field & Stream Sportsman 16 Gun Fire Safe,First Class,2015,3
14030,TRANSFER,1,Cardio Equipment,Merced,EE. UU.,Corporate,CA,Footwear,LATAM,Huixquilucan,México,0.170000002,2,199.9799957,Central America,México,Nike Men's Free 5.0+ Running Shoe,First Class,2015,3
14031,TRANSFER,1,Women's Apparel,Saint Paul,EE. UU.,Corporate,MN,Golf,LATAM,Ciego de Ávila,Cuba,0.200000003,5,250.0,Caribbean,Ciego de Ávila,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
14032,TRANSFER,1,Women's Apparel,Saint Paul,EE. UU.,Corporate,MN,Golf,LATAM,Ciego de Ávila,Cuba,0.200000003,2,100.0,Caribbean,Ciego de Ávila,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
14034,PAYMENT,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Quetzaltenango,Guatemala,0.180000007,5,250.0,Central America,Quezaltenango,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
14033,PAYMENT,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Quetzaltenango,Guatemala,0.07,4,200.0,Central America,Quezaltenango,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
14038,DEBIT,2,Cleats,Mayaguez,Puerto Rico,Consumer,PR,Apparel,LATAM,Santo Domingo,República Dominicana,0.25,3,179.9700012,Caribbean,Santo Domingo,Perfect Fitness Perfect Rip Deck,Second Class,2015,3
14037,DEBIT,2,Electronics,Mayaguez,Puerto Rico,Consumer,PR,Outdoors,LATAM,Santo Domingo,República Dominicana,0.129999995,4,191.9600067,Caribbean,Santo Domingo,Titleist Pro V1x Golf Balls,Second Class,2015,3
14036,DEBIT,2,Cleats,Mayaguez,Puerto Rico,Consumer,PR,Apparel,LATAM,Santo Domingo,República Dominicana,0.090000004,5,299.9500122,Caribbean,Santo Domingo,Perfect Fitness Perfect Rip Deck,Second Class,2015,3
14035,DEBIT,2,Accessories,Mayaguez,Puerto Rico,Consumer,PR,Outdoors,LATAM,Santo Domingo,República Dominicana,0.07,1,24.98999977,Caribbean,Santo Domingo,Team Golf New England Patriots Putter Grip,Second Class,2015,3
14039,TRANSFER,2,Fishing,Bountiful,EE. UU.,Home Office,UT,Fan Shop,LATAM,Estelí,Nicaragua,0.039999999,1,399.980011,Central America,Estelí,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,3
14040,PAYMENT,4,Cleats,Plano,EE. UU.,Consumer,TX,Apparel,LATAM,Hidalgo,México,0.02,1,59.99000168,Central America,Michoacán,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14041,PAYMENT,4,Men's Footwear,Plano,EE. UU.,Consumer,TX,Apparel,LATAM,Hidalgo,México,0.200000003,1,129.9900055,Central America,Michoacán,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
14042,PAYMENT,4,Water Sports,Dallas,EE. UU.,Home Office,TX,Fan Shop,LATAM,Soyapango,El Salvador,0.119999997,1,199.9900055,Central America,San Salvador,Pelican Sunstream 100 Kayak,Standard Class,2015,3
14043,PAYMENT,4,Shop By Sport,Dallas,EE. UU.,Home Office,TX,Golf,LATAM,Soyapango,El Salvador,0.050000001,3,119.9700012,Central America,San Salvador,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
14044,PAYMENT,4,Fishing,Dallas,EE. UU.,Home Office,TX,Fan Shop,LATAM,Soyapango,El Salvador,0.029999999,1,399.980011,Central America,San Salvador,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
14045,TRANSFER,4,Trade-In,Chicago,EE. UU.,Consumer,IL,Outdoors,LATAM,Altotonga,México,0.150000006,5,79.94999695,Central America,Veracruz,Glove It Imperial Golf Towel,Standard Class,2015,3
14046,TRANSFER,4,Women's Apparel,Chicago,EE. UU.,Consumer,IL,Golf,LATAM,Altotonga,México,0.059999999,1,50.0,Central America,Veracruz,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14047,TRANSFER,4,Shop By Sport,Chicago,EE. UU.,Consumer,IL,Golf,LATAM,Altotonga,México,0.129999995,1,39.99000168,Central America,Veracruz,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
14052,TRANSFER,4,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Coyoacán,México,0.119999997,1,39.99000168,Central America,Distrito Federal,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
14050,TRANSFER,4,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Coyoacán,México,0.02,1,399.980011,Central America,Distrito Federal,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
14051,TRANSFER,4,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Coyoacán,México,0.180000007,1,129.9900055,Central America,Distrito Federal,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
14048,TRANSFER,4,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Coyoacán,México,0.180000007,2,100.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14049,TRANSFER,4,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Coyoacán,México,0.01,1,99.98999786,Central America,Distrito Federal,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
14053,DEBIT,4,Indoor/Outdoor Games,West Covina,EE. UU.,Corporate,CA,Fan Shop,LATAM,Coyoacán,México,0.159999996,2,99.95999908,Central America,Distrito Federal,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14054,DEBIT,4,Golf Balls,West Covina,EE. UU.,Corporate,CA,Outdoors,LATAM,Coyoacán,México,0.07,3,53.97000122,Central America,Distrito Federal,Hirzl Women's Soffft Flex Golf Glove,Standard Class,2015,3
14055,DEBIT,4,Indoor/Outdoor Games,West Covina,EE. UU.,Corporate,CA,Fan Shop,LATAM,Coyoacán,México,0.02,4,199.9199982,Central America,Distrito Federal,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14056,DEBIT,4,Cleats,West Covina,EE. UU.,Corporate,CA,Apparel,LATAM,Coyoacán,México,0.200000003,3,179.9700012,Central America,Distrito Federal,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14057,DEBIT,4,Women's Apparel,West Covina,EE. UU.,Corporate,CA,Golf,LATAM,Coyoacán,México,0.170000002,2,100.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14058,DEBIT,4,Camping & Hiking,Harvey,EE. UU.,Corporate,IL,Fan Shop,LATAM,Coyoacán,México,0.090000004,1,299.980011,Central America,Distrito Federal,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3
14059,DEBIT,4,Cleats,Harvey,EE. UU.,Corporate,IL,Apparel,LATAM,Coyoacán,México,0.180000007,3,179.9700012,Central America,Distrito Federal,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14060,TRANSFER,2,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Coyoacán,México,0.01,1,399.980011,Central America,Distrito Federal,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,3
14061,TRANSFER,2,Electronics,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Coyoacán,México,0.029999999,1,27.98999977,Central America,Distrito Federal,Under Armour Kids' Mercenary Slide,Second Class,2015,3
14062,TRANSFER,2,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Coyoacán,México,0.170000002,5,250.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,3
14063,TRANSFER,2,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Coyoacán,México,0.059999999,4,159.9600067,Central America,Distrito Federal,Under Armour Girls' Toddler Spine Surge Runni,Second Class,2015,3
14064,TRANSFER,2,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Coyoacán,México,0.159999996,2,100.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,3
14069,TRANSFER,2,Women's Apparel,Houston,EE. UU.,Consumer,TX,Golf,LATAM,Coyoacán,México,0.059999999,4,200.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,3
14068,TRANSFER,2,Women's Apparel,Houston,EE. UU.,Consumer,TX,Golf,LATAM,Coyoacán,México,0.159999996,5,250.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,3
14066,TRANSFER,2,Cardio Equipment,Houston,EE. UU.,Consumer,TX,Footwear,LATAM,Coyoacán,México,0.050000001,4,399.9599915,Central America,Distrito Federal,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,3
14065,TRANSFER,2,Camping & Hiking,Houston,EE. UU.,Consumer,TX,Fan Shop,LATAM,Coyoacán,México,0.07,1,299.980011,Central America,Distrito Federal,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,3
14067,TRANSFER,2,Electronics,Houston,EE. UU.,Consumer,TX,Footwear,LATAM,Coyoacán,México,0.0,3,83.97000122,Central America,Distrito Federal,Under Armour Kids' Mercenary Slide,Second Class,2015,3
14070,PAYMENT,2,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Coyoacán,México,0.0,1,399.980011,Central America,Distrito Federal,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,3
14071,DEBIT,2,Indoor/Outdoor Games,Santa Cruz,EE. UU.,Home Office,CA,Fan Shop,LATAM,Coyoacán,México,0.01,4,199.9199982,Central America,Distrito Federal,O'Brien Men's Neoprene Life Vest,Second Class,2015,3
14072,DEBIT,2,Accessories,Santa Cruz,EE. UU.,Home Office,CA,Outdoors,LATAM,Coyoacán,México,0.07,3,74.97000122,Central America,Distrito Federal,Team Golf Texas Longhorns Putter Grip,Second Class,2015,3
14073,TRANSFER,4,Indoor/Outdoor Games,Columbus,EE. UU.,Consumer,OH,Fan Shop,LATAM,Coyoacán,México,0.25,5,249.8999939,Central America,Distrito Federal,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14074,TRANSFER,4,Indoor/Outdoor Games,Columbus,EE. UU.,Consumer,OH,Fan Shop,LATAM,Coyoacán,México,0.0,4,199.9199982,Central America,Distrito Federal,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14075,TRANSFER,4,Women's Apparel,Columbus,EE. UU.,Consumer,OH,Golf,LATAM,Coyoacán,México,0.150000006,2,100.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
14076,TRANSFER,4,Indoor/Outdoor Games,Columbus,EE. UU.,Consumer,OH,Fan Shop,LATAM,Coyoacán,México,0.100000001,1,49.97999954,Central America,Distrito Federal,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
14077,TRANSFER,4,Cleats,Columbus,EE. UU.,Consumer,OH,Apparel,LATAM,Coyoacán,México,0.0,4,239.9600067,Central America,Distrito Federal,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
14078,DEBIT,2,Indoor/Outdoor Games,Chicago,EE. UU.,Home Office,IL,Fan Shop,LATAM,Coyoacán,México,0.01,3,149.9400024,Central America,Distrito Federal,O'Brien Men's Neoprene Life Vest,Second Class,2015,3
14081,PAYMENT,2,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Puebla,México,0.100000001,1,199.9900055,Central America,Puebla,Pelican Sunstream 100 Kayak,Second Class,2015,3
14082,PAYMENT,2,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Puebla,México,0.25,1,399.980011,Central America,Puebla,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,3
14080,PAYMENT,2,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Puebla,México,0.159999996,2,199.9799957,Central America,Puebla,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,3
14079,PAYMENT,2,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Puebla,México,0.159999996,3,299.9700012,Central America,Puebla,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,3
14083,PAYMENT,2,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Puebla,México,0.090000004,1,199.9900055,Central America,Puebla,Pelican Sunstream 100 Kayak,Second Class,2015,3
14084,PAYMENT,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Puebla,México,0.180000007,2,119.9800034,Central America,Puebla,Perfect Fitness Perfect Rip Deck,Second Class,2015,3
14085,PAYMENT,2,Electronics,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Puebla,México,0.02,5,159.9499969,Central America,Puebla,Bridgestone e6 Straight Distance NFL Tennesse,Second Class,2015,3
14086,PAYMENT,2,Electronics,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Puebla,México,0.119999997,2,63.97999954,Central America,Puebla,Bridgestone e6 Straight Distance NFL San Dieg,Second Class,2015,3
14087,PAYMENT,2,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Puebla,México,0.25,4,199.9199982,Central America,Puebla,O'Brien Men's Neoprene Life Vest,Second Class,2015,3
14088,DEBIT,0,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,San Pedro de Macorís,República Dominicana,0.039999999,4,399.9599915,Caribbean,San Pedro de Macorís,Nike Men's Free 5.0+ Running Shoe,Same Day,2015,3
14089,DEBIT,0,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,San Pedro de Macorís,República Dominicana,0.07,5,299.9500122,Caribbean,San Pedro de Macorís,Perfect Fitness Perfect Rip Deck,Same Day,2015,3
